segment,time_s,elapsed_s,latitude_deg,longitude_deg,gps_alt_msl_m,gps_north_rel_m,gps_east_rel_m,gps_up_rel_m,ekf_north_rel_m,ekf_east_rel_m,ekf_up_rel_m,north_residual_m,east_residual_m,horizontal_residual_m,vertical_residual_m,gps_vel_n_m_s,gps_vel_e_m_s,gps_vel_d_m_s,eph_m,epv_m,satellites,fix_type
1,9.060929,2.1978359999999997,37.5989529,108.8748834,1392.83,-1.2898611496501289,9.039041011093092,17.069999999999936,-1.134832397495821,9.72803055297921,16.120349836055517,-0.1550287521543079,-0.6889895418861176,0.7062156206308128,0.949650163944419,-0.6530000567436218,6.384000301361084,-2.4090001583099365,1.6411457061767578,2.153304100036621,28,3
1,9.263161,2.400068,37.5989519,108.8748988,1393.1200000000001,-1.4010560760270296,10.39577815965437,17.360000000000127,-1.316232783783034,11.088005214978061,16.384228987483695,-0.08482329224399554,-0.6922270553236913,0.6974046795291949,0.9757710125164323,-0.5649999976158142,6.89400053024292,-1.2750000953674316,1.6411457061767578,2.160548210144043,27,3
1,9.469308,2.6062149999999997,37.598951,108.8749159,1393.31,-1.5011315099784373,11.902284995957377,17.549999999999955,-1.4189434579674693,12.655862431759406,16.52820496364562,-0.0821880520109679,-0.7535774358020291,0.7580460590513738,1.0217950363543338,-0.3060000240802765,7.871000289916992,-0.8360000252723694,1.6411457061767578,2.1677682399749756,27,3
1,9.662617,2.799523999999999,37.598950800000004,108.8749354,1393.43,-1.5233704948294235,13.620231385755124,17.670000000000073,-1.438695856554828,14.35534668178682,16.63081216054269,-0.08467463827459554,-0.7351152960316956,0.7399758731382402,1.0391878394573837,-0.06000000238418579,9.119000434875488,-0.7980000376701355,1.6417406797409058,2.1758618354797363,27,3
1,9.863677,3.000583999999999,37.5989512,108.8749576,1393.57,-1.4788925244201279,15.57604727743754,17.809999999999945,-1.3887859811482124,16.401785257892897,16.726832224097883,-0.09010654327191547,-0.8257379804553562,0.8306397543501658,1.0831677759020621,0.49900001287460327,10.206000328063965,-0.675000011920929,1.6411457061767578,2.182136297225952,27,3
1,10.061644,3.1985509999999993,37.598952000000004,108.8749822,1393.78,-1.3899365828942134,17.743302724856353,18.019999999999982,-1.2600238078262271,18.6697299965343,16.818721484199962,-0.12991277506798626,-0.926427271677948,0.9354917524139439,1.2012785158000199,0.6730000376701355,11.398000717163086,-0.6880000233650208,1.6399551630020142,2.185713529586792,27,3
1,10.262605,3.3995120000000005,37.5989534,108.8750097,1393.97,-1.234263686108017,20.16604763452261,18.210000000000036,-1.0347784821145678,21.219581089300753,16.91280012260137,-0.19948520399344916,-1.0535334547781439,1.0722532755599674,1.2971998773986648,1.0600000619888306,12.671000480651855,-0.6490000486373901,1.6387637853622437,2.1901769638061523,27,3
1,10.469937,3.6068439999999997,37.5989554,108.8750399,1394.16,-1.0118738326468923,22.826662044952716,18.40000000000009,-0.7201760225181281,24.119594064917628,17.007897022644165,-0.2916978101287643,-1.292932019964912,1.3254285422777283,1.3921029773559255,1.4350000619888306,13.830000877380371,-0.6300000548362732,1.6387637853622437,2.1937410831451416,27,3
1,10.662241,3.7991479999999997,37.598958700000004,108.875073,1394.15,-0.6449305741177414,25.742765918751097,18.3900000000001,-0.3638021448013482,27.036252780434644,17.097652344154522,-0.28112842931639315,-1.2934868616835473,1.3236848020272252,1.2923476558455782,1.8940000534057617,15.123001098632812,-0.5840000510215759,1.6381678581237793,2.1964104175567627,27,3
1,10.862332,3.999239,37.5989627,108.87510900000001,1394.18,-0.20015086790281522,28.914359255917752,18.420000000000073,0.07685396227393149,30.32446636177732,17.195764450843896,-0.2770048301767467,-1.4101071058595664,1.4370573147710188,1.2242355491561767,2.380000114440918,16.505001068115234,-0.46700000762939453,1.6357815265655518,2.1972994804382324,27,3
1,11.061595,4.198502,37.5989676,108.8751476,1394.19,0.3447042722635185,32.315012111425226,18.430000000000064,0.5881857549673318,33.85415423428968,17.28710438357164,-0.2434814827038133,-1.5391421228644546,1.558281651947217,1.1428956164284223,2.7680001258850098,17.446001052856445,-0.33100003004074097,1.6339895725250244,2.198188066482544,27,3
1,11.262644,4.399551,37.5989726,108.87518850000001,1394.22,0.9006789055626685,35.91829454136687,18.460000000000036,1.175068700140376,37.5628770527429,17.35232148705076,-0.2743897945777074,-1.6445825113760293,1.667315625816625,1.1076785129492777,2.811000108718872,18.314001083374023,0.0950000062584877,1.6339895725250244,2.1990764141082764,27,3
1,11.468926,4.605833,37.5989778,108.8752301,1394.1200000000001,1.4788925237128048,39.58324684154482,18.360000000000127,1.8035432794957886,41.38191140812931,17.33869994405576,-0.32465075578298386,-1.7986645665844918,1.8277287370715165,1.0213000559443657,2.872000217437744,18.295000076293945,0.581000030040741,1.6339895725250244,2.2043991088867188,27,3
1,11.664679,4.8015859999999995,37.5989826,108.875271,1393.99,2.0126281714536454,43.186529271486464,18.230000000000018,2.364772292040346,44.905772783974506,17.32875237720091,-0.35214412058670064,-1.7192435124880419,1.7549369609464611,0.901247622799108,2.4790000915527344,17.749000549316406,0.6970000267028809,1.635184407234192,2.208824634552002,27,3
1,11.86388,5.000787,37.5989873,108.8753097,1393.84,2.535244326768993,46.59599210941697,18.079999999999927,2.842685033512856,48.20704115270465,17.41543334325601,-0.30744070674386315,-1.6110490432876787,1.6401215833106126,0.6645666567439186,2.510000228881836,16.35500144958496,0.04500000178813934,1.6387637853622437,2.2158873081207275,27,3
1,12.062815,5.199722,37.5989916,108.8753447,1393.77,3.0133825116750446,49.67948563131986,18.00999999999999,3.2420745128990514,51.102275524248874,17.579936518060336,-0.2286920012240068,-1.4227898929290177,1.441052084709226,0.43006348193965493,2.0950000286102295,14.519001007080078,-0.16700001060962677,1.644712209701538,2.2255616188049316,27,3
1,12.261974,5.398881,37.5989954,108.8753757,1393.63,3.4359232330389844,52.41057989440931,17.87000000000012,3.5813044772673845,53.5777789488361,17.726189024954554,-0.14538124422840015,-1.1671990544267885,1.1762182360549367,0.1438109750455645,1.7890000343322754,12.807000160217285,0.14600001275539398,1.6530039310455322,2.236941337585449,27,3
1,12.46591,5.602816999999999,37.598999,108.8754029,1393.48,3.836224968844615,54.806894859048114,17.720000000000027,3.864330406329985,55.6976434489839,17.789012973535552,-0.0281054374853702,-0.8907485899357823,0.8911918795011704,-0.06901297353552494,1.8130000829696655,11.171000480651855,0.1550000011920929,1.6630167961120605,2.25,27,3
1,12.661568,5.798475000000001,37.5990019,108.875426,1393.33,4.158690255549824,56.84200058357126,17.569999999999936,4.093083620772969,57.31130097352444,17.775057182712448,0.06560663477685491,-0.469300389953176,0.47386399582258487,-0.20505718271251183,1.127000093460083,9.248000144958496,0.15900000929832458,1.6747201681137085,2.2647087574005127,26,3
1,12.86175,5.998657000000001,37.5990045,108.8754438,1393.02,4.447797064978554,58.41017728898975,17.25999999999999,4.264314840651911,58.47143426153007,17.729468942622415,0.1834822243266423,-0.061256972540320476,0.19343769883003123,-0.46946894262242367,0.843000054359436,6.400000095367432,0.4320000112056732,1.6880786418914795,2.281035900115967,26,3
1,13.060916,6.1978230000000005,37.5990066,108.8754554,1392.68,4.6813064115724945,59.432135142462855,16.920000000000073,4.366914176848732,59.15949265078169,17.644629627663384,0.3143922347237629,0.27264249168116805,0.41614469301520285,-0.7246296276633117,0.7910000085830688,3.6780002117156982,0.612000048160553,1.7019060850143433,2.2980971336364746,25,3
1,13.261187,6.3980939999999995,37.5990081,108.8754617,1392.24,4.848098801491507,59.98716397683128,16.480000000000018,4.43087874406151,59.47317328971096,17.502852230403278,0.4172200574299971,0.5139906871203266,0.6620113312990311,-1.0228522304032595,0.27900001406669617,1.7910001277923584,1.3350000381469727,1.7127736806869507,2.311655282974243,26,3
1,13.464854,6.601761000000001,37.5990082,108.87546280000001,1392.05,4.859218293917,60.084073773397265,16.289999999999964,4.456345625478039,59.507442874555025,17.30960905399796,0.4028726684389614,0.5766308988422395,0.7034270256926004,-1.0196090539979963,0.08100000023841858,-0.34700000286102295,1.5600000619888306,1.7230061292648315,2.325134515762329,24,3
1,13.661579,6.798486,37.5990083,108.8754607,1391.77,4.870337787049817,59.89906416156751,16.00999999999999,4.430835084505597,59.31391858669161,17.126855322234547,0.4395027025442193,0.5851455748759022,0.7318182625082013,-1.1168553222345565,0.1420000046491623,-1.4030001163482666,1.2260000705718994,1.730922818183899,2.337700605392456,24,3
1,13.862868,6.9997750000000005,37.599008,108.8754566,1391.58,4.836979308358691,59.53785492033104,15.819999999999936,4.384618948360567,58.96990525447827,16.975343689469153,0.4523603599981243,0.5679496658527725,0.7260831345238014,-1.1553436894692162,-0.29500001668930054,-1.9660000801086426,1.0320000648498535,1.7382417917251587,2.3501994609832764,27,3
1,14.063246,7.200152999999999,37.5990068,108.8754515,1391.49,4.703545396423481,59.0885458638308,15.730000000000018,4.330768780466979,58.573616212248886,16.865364618480022,0.3727766159565018,0.514929651581916,0.635700362971624,-1.1353646184800041,-0.6790000200271606,-2.1750001907348633,0.6970000267028809,1.7427303791046143,2.3568384647369385,26,3
1,14.262699,7.3996059999999995,37.599005,108.8754462,1391.49,4.503394528520666,58.62161684472615,15.730000000000018,4.24609372746888,58.19553828968097,16.777242226383326,0.25730080105178565,0.42607855504518,0.49774153663450577,-1.0472422263833074,-0.6640000343322754,-2.126000165939331,0.4320000112056732,1.747766375541687,2.3618054389953613,26,3
1,14.465978,7.602885,37.5990033,108.8754417,1391.53,4.3143631530433435,58.22516767716001,15.769999999999982,4.133987411982962,57.8633860381728,16.718304047903313,0.18037574106038168,0.3617816389872104,0.4042540813292478,-0.9483040479033313,-0.7880000472068787,-1.687000036239624,0.06599999964237213,1.7511156797409058,2.365936756134033,26,3
1,14.662706,7.799613,37.5990016,108.8754389,1391.54,4.1253317782733445,57.97848819621476,15.779999999999973,4.011001009642067,57.63472303910017,16.697352624966246,0.11433076863127756,0.3437651571145892,0.3622789089939365,-0.9173526249662736,-0.8400000333786011,-0.8210000395774841,-0.29600000381469727,1.7522307634353638,2.370060682296753,26,3
1,14.863485,8.000392000000002,37.5989999,108.87543790000001,1391.59,3.9363004027960224,57.89038838207182,15.829999999999927,3.877550039293181,57.55527658423448,16.711743415030305,0.05875036350284146,0.33511179783734235,0.3402227538855857,-0.8817434150303782,-0.7140000462532043,-0.14800000190734863,-0.37800002098083496,1.7522307634353638,2.37335467338562,26,3
1,15.062706,8.199613,37.5989983,108.87543790000001,1391.71,3.7583885197441935,57.89038838207182,15.950000000000045,3.753194393739983,57.61821716582019,16.746717804703998,0.005194126004210542,0.2721712162516283,0.2722207741904321,-0.7967178047039525,-0.6060000061988831,0.20000000298023224,-0.5720000267028809,1.75,2.3717081546783447,26,3
1,15.26271,8.399617,37.5989973,108.8754389,1391.74,3.6471935933672928,57.97848819621476,15.980000000000018,3.6566590306393443,57.77457172029803,16.786236420385336,-0.009465437272051513,0.2039164759167349,0.20413604202357669,-0.8062364203853178,-0.45900002121925354,0.5220000147819519,-0.3230000138282776,1.75,2.375,26,3
1,15.46653,8.603437,37.598996400000004,108.8754408,1391.82,3.5471181601232082,58.14587784544009,16.059999999999945,3.5904835244782976,57.98189485979152,16.809300557129276,-0.04336536435508931,0.16398298564857328,0.16962008845614318,-0.749300557129331,-0.3970000147819519,1.037000060081482,-0.37300002574920654,1.7511156797409058,2.3758223056793213,26,3
1,15.663222,8.800128999999998,37.5989958,108.875443,1391.8600000000001,3.48040120344828,58.33969743745123,16.100000000000136,3.5500232501302835,58.223243714366504,16.82333677383192,-0.06962204668200345,0.11645372308472446,0.13567866082949356,-0.7233367738317824,-0.1860000044107437,0.8360000252723694,-0.34200000762939453,1.7527879476547241,2.3799290657043457,26,3
1,15.863419,9.000326000000001,37.5989955,108.875445,1391.96,3.4470427254644775,58.51589706685795,16.200000000000045,3.537140748357768,58.470394547239515,16.83876605968824,-0.09009802289329061,0.04550251961843799,0.10093628198475636,-0.6387660596881943,-0.005000000353902578,1.0329999923706055,-0.453000009059906,1.7561277151107788,2.384028911590576,27,3
1,16.063929,9.200836000000002,37.5989958,108.8754475,1391.95,3.48040120344828,58.736146605017375,16.190000000000055,3.5577473097990793,58.703768121701074,16.86426757156387,-0.07734610635079919,0.03237848331630033,0.08384978443319385,-0.6742675715638171,0.22100001573562622,1.1820000410079956,-0.30400002002716064,1.7589058876037598,2.387303590774536,27,3
1,16.262711,9.399618,37.5989962,108.8754502,1392.0,3.524879174564899,58.9740161046604,16.24000000000001,3.613523352220098,58.93250915526977,16.88406522069825,-0.08864417765519894,0.041506949390630155,0.09788062668313277,-0.6440652206982413,0.3460000157356262,1.2080000638961792,-0.3530000150203705,1.7611253261566162,2.391390800476074,27,3
1,16.46865,9.605557000000001,37.5989969,108.8754526,1392.04,3.602715622957997,59.185455660396784,16.279999999999973,3.695747383635933,59.16822242407187,16.898001031952948,-0.09303176067793606,0.017233236324912582,0.0946144435541797,-0.618001031952975,0.4610000252723694,1.0200001001358032,-0.3230000138282776,1.7638957500457764,2.394655466079712,27,3
1,16.664789,9.801696,37.5989975,108.875455,1392.1000000000001,3.669432578925602,59.39689521613318,16.340000000000146,3.78844609813383,59.36932930450035,16.912110232104865,-0.11901351920822778,0.027565911632834172,0.12216422241587929,-0.5721102321047198,0.4010000228881836,1.055999994277954,-0.30300000309944153,1.7661088705062866,2.397915840148926,27,3
1,16.862877,9.999784000000002,37.598998200000004,108.8754571,1392.2,3.7472690280260235,59.58190482796293,16.440000000000055,3.8810293741698003,59.55546888440003,16.929658858478675,-0.13376034614377685,0.026435943562901798,0.136347678060772,-0.4896588584786201,0.5370000004768372,0.7980000376701355,-0.38100001215934753,1.7688714265823364,2.401984930038452,27,3
1,17.064409,10.201316000000002,37.598998800000004,108.8754588,1392.27,3.8139859839936285,59.73167451346301,16.50999999999999,3.97411821528809,59.71425346964508,16.95238468750316,-0.1601322312944613,0.01742104381793297,0.1610770755478544,-0.44238468750316784,0.33100003004074097,0.6850000619888306,-0.40300002694129944,1.7710784673690796,2.4052352905273438,27,3
1,17.263295,10.400202,37.5989992,108.8754605,1392.38,3.8584639544029242,59.88144419896308,16.62000000000012,4.042547374135187,59.83853112567706,16.97929210026378,-0.1840834197322625,0.04291307328602301,0.1890191452715198,-0.3592921002636622,0.3050000071525574,0.8130000233650208,-0.40300002694129944,1.7721809148788452,2.4060471057891846,27,3
1,17.46965,10.606557000000002,37.598999400000004,108.8754623,1392.5,3.8807029399612336,60.04002386464455,16.74000000000001,4.085724002928075,59.96056776575528,17.010825587845655,-0.20502106296684097,0.07945609888927407,0.2198793030522779,-0.27082558784564625,0.10300000756978989,0.7270000576972961,-0.5430000424385071,1.7721809148788452,2.4052352905273438,27,3
1,17.662745,10.799652000000002,37.5989992,108.8754638,1392.64,3.8584639544029242,60.172173587540215,16.88000000000011,4.103078060793206,60.07738622037466,17.041858000683728,-0.2446141063902818,0.09478736716555147,0.2623370084820157,-0.161858000683619,0.02200000174343586,0.6210000514984131,-0.4610000252723694,1.7710784673690796,2.4027979373931885,27,3
1,17.860746,10.997653,37.5989991,108.8754653,1392.7,3.847344461270108,60.30432331043586,16.940000000000055,4.0959399845245485,60.194492770289266,17.076845917273378,-0.24859552325444056,0.10983054014659643,0.2717765290289841,-0.13684591727332318,-0.16900001466274261,0.6810000538825989,-0.42500001192092896,1.7688714265823364,2.400357961654663,27,3
1,18.063316,11.200223000000001,37.5989987,108.8754667,1392.8,3.8028664908608123,60.427663050908485,17.039999999999964,4.060709270549814,60.31806215075862,17.110628944126958,-0.2578427796890015,0.10960090014986434,0.2801700489906291,-0.0706289441269945,-0.11300000548362732,0.4690000116825104,-0.4480000138282776,1.7688714265823364,2.401984930038452,27,3
1,18.262221,11.399128000000001,37.5989984,108.87546760000001,1392.91,3.7695080128770098,60.506952884870046,17.15000000000009,4.020159398651664,60.42523732839732,17.142110323847895,-0.2506513857746544,0.081715556472723,0.26363525818903927,0.007889676152196046,-0.030000001192092896,0.46700000762939453,-0.3460000157356262,1.7699753046035767,2.4027979373931885,27,3
1,18.469384,11.606291000000002,37.598998200000004,108.8754687,1392.99,3.7472690280260235,60.6038626803152,17.230000000000018,3.9923207252309285,60.519602135739284,17.17048745671825,-0.24505169720490505,0.08426054457591903,0.25913350550485537,0.05951254328176958,-0.10700000822544098,0.48600003123283386,-0.30400002002716064,1.7699753046035767,2.4052352905273438,27,3
1,18.663323,11.800229999999999,37.598998,108.8754692,1393.09,3.725030042467714,60.64791258794709,17.329999999999927,3.9742707224427085,60.60077578686426,17.196314620883587,-0.24924067997499444,0.04713680108282858,0.25365881528289086,0.13368537911633993,0.11600000411272049,0.018000001087784767,-0.2550000250339508,1.7699753046035767,2.4060471057891846,27,3
1,18.861385,11.998292,37.598998200000004,108.8754696,1393.1200000000001,3.7472690280260235,60.68315251427675,17.360000000000127,3.972433007652057,60.64668315979697,17.217853235390763,-0.2251639796260334,0.036469354479777394,0.22809829358678782,0.1421467646093646,0.03200000151991844,0.4000000059604645,-0.367000013589859,1.7710784673690796,2.407670021057129,27,3
1,19.063849,12.200756000000002,37.5989981,108.8754702,1393.23,3.7361495348932072,60.736012402090026,17.470000000000027,3.983045130081362,60.68817544297323,17.241199115133483,-0.24689559518815463,0.04783695911679331,0.2514871956598484,0.22880088486654415,0.029000001028180122,0.2930000126361847,-0.4400000274181366,1.7727317810058594,2.4109127521514893,27,3
1,19.263858,12.400765,37.5989983,108.8754712,1393.25,3.7583885197441935,60.824112218474625,17.49000000000001,3.9980310347899963,60.73853806807449,17.26765082651094,-0.2396425150458028,0.08557415040013439,0.25446310191102883,0.2223491734890679,0.03800000250339508,0.5040000081062317,-0.4320000112056732,1.7738332748413086,2.4141509532928467,27,3
1,19.470928,12.607835000000001,37.5989985,108.8754722,1393.31,3.780627505302503,60.91221203261757,17.549999999999955,4.015114331424118,60.81688033363646,17.292334764031295,-0.2344868261216151,0.09533169898110572,0.2531248791707617,0.2576652359686591,0.13500000536441803,0.46700000762939453,-0.44200003147125244,1.7760339975357056,2.415768623352051,27,3
1,19.663301,12.800208000000001,37.5989989,108.8754729,1393.33,3.8251054757117986,60.97388190397471,17.569999999999936,4.034280706126865,60.907729135404395,17.3169941904179,-0.2091752304150667,0.06615276857031205,0.21938656706533677,0.2530058095820351,0.20000000298023224,0.15400001406669617,-0.23500001430511475,1.7771333456039429,2.4190003871917725,27,3
1,19.860933,12.99784,37.598999400000004,108.8754736,1393.29,3.8807029399612336,61.035551774211015,17.529999999999973,4.062050950863564,60.987148219149006,17.335680738505186,-0.18134801090233044,0.04840355506200922,0.18769657748843668,0.19431926149478684,0.23400001227855682,0.5,-0.33800002932548523,1.7787811756134033,2.42061448097229,27,3
1,20.065537,13.202444,37.5989996,108.8754748,1393.3500000000001,3.90294192481222,61.1412715520792,17.590000000000146,4.093585541081297,61.07033176301391,17.348664186293227,-0.19064361626907722,0.0709397890652923,0.20341445891769672,0.24133581370691815,0.18300001323223114,0.48000001907348633,-0.2410000115633011,1.7787811756134033,2.42061448097229,27,3
1,20.263463,13.400370000000002,37.5989997,108.8754757,1393.44,3.914061417237713,61.22056138491994,17.680000000000064,4.12396771177597,61.15696084624977,17.356070563460747,-0.20990629453825704,0.06360053867017257,0.21933007319088196,0.3239294365393164,0.2070000171661377,0.3360000252723694,-0.23800000548362732,1.7782320976257324,2.42061448097229,27,3
1,20.470494,13.607401,37.599000000000004,108.8754765,1393.45,3.9474198959288387,61.291041237579286,17.690000000000055,4.1576836574230445,61.23523483962484,17.362710351546713,-0.21026376149420578,0.05580639795444853,0.21754356678684508,0.3272896484533412,0.17000000178813934,0.32200002670288086,-0.22500000894069672,1.7771333456039429,2.4222278594970703,27,3
2,40.260591,0.09751099999999724,37.5990149,108.8754843,1428.44,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.36000001430511475,0.18700000643730164,0.125,1.8397732973098755,2.458245038986206,25,3
2,40.466404,0.3033239999999964,37.599016400000004,108.8754862,1428.16,0.16679238991901268,0.16738953583664615,-0.2799999999999727,0.053568821218295426,0.15744605931689648,-0.25438260417342207,0.11322356870071726,0.009943476519749667,0.11365935612445134,-0.02561739582655065,0.7090000510215759,1.255000114440918,1.4440001249313354,1.840834617614746,2.4630074501037598,25,3
2,40.662043,0.49896299999999627,37.5990176,108.8754895,1427.71,0.30022630185422283,0.4581187274755315,-0.7300000000000182,0.1300316021734158,0.44126940262533054,-0.7727655393024051,0.17019469968080703,0.016849324850200964,0.1710267100407059,0.04276553930238691,0.578000009059906,1.4720001220703125,3.1410000324249268,1.840834617614746,2.4693431854248047,24,3
2,40.863281,0.7002009999999999,37.5990188,108.8754937,1426.89,0.433660213789433,0.8281377004863709,-1.5499999999999545,0.23170431986512963,0.8976027993944342,-1.6053248924168528,0.20195589392430335,-0.0694650989080633,0.21356868463581333,0.05532489241689831,0.49400001764297485,2.0470001697540283,4.443000316619873,1.8397732973098755,2.473294973373413,25,3
2,41.064739,0.9016590000000022,37.5990197,108.8754994,1425.82,0.5337356477408406,1.3303063046338364,-2.6200000000001182,0.31524214866369604,1.4940192602072386,-2.7303677599872103,0.21849349907714455,-0.16371295557340226,0.2730226015580999,0.11036775998709203,0.46800002455711365,2.815000057220459,5.991000175476074,1.8360538482666016,2.4748737812042236,25,3
2,41.263976,1.1008959999999988,37.5990208,108.87550710000001,1424.45,0.6560500665432345,2.008674421073159,-3.990000000000009,0.38803557149763446,2.2222767254205564,-4.117152983890961,0.26801449504560004,-0.21360230434739735,0.3427210439658851,0.12715298389095153,0.40400001406669617,3.6130001544952393,7.083000183105469,1.8317939043045044,2.4756627082824707,25,3
2,41.469627,1.306547000000002,37.599022,108.8755165,1422.8500000000001,0.7894839784784446,2.836812119317881,-5.589999999999918,0.4661113490776039,3.1315524722692842,-5.804020145659521,0.32337262940084077,-0.2947403529514032,0.43754055023909644,0.21402014565960314,0.5600000023841858,4.332000255584717,8.370000839233398,1.8269895315170288,2.473294973373413,26,3
2,41.663225,1.5001449999999963,37.5990233,108.8755275,1421.0,0.934037383546471,3.8059094273960894,-7.440000000000055,0.5468445843702447,4.129601714347906,-7.609663761360565,0.3871927991762263,-0.32369228695181684,0.5046731222940437,0.16966376136051053,0.5370000004768372,5.060000419616699,9.527000427246094,1.8211002349853516,2.4701340198516846,26,3
2,41.861306,1.6982259999999982,37.5990246,108.8755402,1418.89,1.0785907879071743,4.9247763184005215,-9.549999999999955,0.6429753737737878,5.291852323878764,-9.669773969539108,0.43561541413338656,-0.3670760054782427,0.5696539149593065,0.11977396953915331,0.46300002932548523,5.775000095367432,10.720000267028809,1.8151919841766357,2.4669692516326904,27,3
2,42.063649,1.9005689999999973,37.5990257,108.8755545,1416.63,1.2009052074168913,6.184602819238439,-11.809999999999945,0.742630286499578,6.622015073249166,-11.98921661818305,0.45827492091731337,-0.43741225401072725,0.6335182579062065,0.17921661818310497,0.5649999976158142,6.427000522613525,11.75200080871582,1.8092643022537231,2.4638004302978516,27,3
2,42.26377,2.10069,37.5990269,108.8755703,1414.16,1.3343391193521015,7.576578951212983,-14.279999999999973,0.8438295497967907,8.066208513829444,-14.47989808047761,0.4905095695553108,-0.48962956261646173,0.693063306208981,0.19989808047763802,0.5040000081062317,7.193000316619873,12.795001029968262,1.8022338151931763,2.4598336219787598,27,3
2,42.469671,2.3065909999999974,37.599028000000004,108.8755876,1411.47,1.4566535395691416,9.1007047165658,-16.970000000000027,0.9457000524381947,9.676097705815828,-17.215372448916,0.5109534871309469,-0.5753929892500267,0.7695131955264679,0.24537244891597254,0.4100000262260437,7.660000324249268,13.618000984191895,1.7962634563446045,2.4558603763580322,27,3
